dataset,sample_id,clean_text,noisy_text,label,noise_type,severity,word_count,token_count,sigma_prime,alpha,oov_rate,clean_pred,noisy_pred,clean_score,noisy_score,delta_p,failure_label,clean_raw_output,noisy_raw_output
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","achel  to complete 11 pag of ah homewrk, 2 pages of readig homr an 3 more pags of bology homework. How many mre pags of th omwork than bolog homework dd se hae?",8,char_deletion,0.15,33,54,1.6363636363636365,0.3333333333333333,0.3148148148148148,8,5.0,1.0,0.0,1.0,1,"#### 8

Pages of math homework: 11 (from problem statement)
Pages of biology homework: 3 (from problem statement)

Difference: 8","#### 5

(Note: I assumed ""achel"" is a typo for ""you"" or ""I,"" and ""thomwork"" is a typo for ""homework."")"
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","ache  t pete 11 g of h homwr, 2 pages  eaig ho an 3 more pgs of boo homework. ow mny mre pags of th omwrk thn blog homework d se he?",8,char_deletion,0.3,32,55,1.71875,0.4363636363636363,0.3454545454545454,8,17.0,1.0,0.0,1.0,1,"#### 8

Pages of math homework: 11 (from problem statement)
Pages of biology homework: 3 (from problem statement)

Difference: 8","#### 17

(Note: I assumed ""ache"" and ""pete"" were typos for ""he"" and ""has,"" respectively. I also assumed ""blog"" referred to the initial 11 pages of homework.)"
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Rachel ha d to complete 11 pages of mat h homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?",8,intra_word_whitespace,0.05,36,45,1.25,0.2,0.0444444444444444,8,8.0,1.0,1.0,0.0,0,"#### 8

Pages of math homework: 11 (from problem statement)
Pages of biology homework: 3 (from problem statement)

Difference: 8","#### 8

(Answer: Rachel had 8 more pages of math homework than biology homework.)"
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","R achel had to complete 11 pages of m ath homewor k, 2 pages of reading homework and 3 more pages of biology homework. How many more pages o f math homework than b iology homework did she h ave?",8,intra_word_whitespace,0.15,40,51,1.275,0.3137254901960784,0.1568627450980392,8,8.0,1.0,1.0,0.0,0,"#### 8

Pages of math homework: 11 (from problem statement)
Pages of biology homework: 3 (from problem statement)

Difference: 8","#### 8

This means Rachel had 8 more pages of math homework than biology homework."
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Rache l had to compl ete 1 1 pages of m ath h omework, 2 pages of reading homework and 3 more pages of b iology homework. How many mor e pages o f math homework than b iology homework d id she h ave?",8,intra_word_whitespace,0.3,45,58,1.288888888888889,0.3620689655172414,0.2586206896551724,8,1.0,1.0,0.0,1.0,1,"#### 8

Pages of math homework: 11 (from problem statement)
Pages of biology homework: 3 (from problem statement)

Difference: 8","#### 1 - 3 = -2

However, this answer does not make sense in the context of the problem as it indicates a negative number of pages. It's likely there was a mistake in the problem statement. Please double-check the given information."
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Rachel Had to complete 11 pagEs of MaTh homewOrk, 2 pages of reading homewOrk anD 3 more pagEs of biology homework. How many more pages of math homework than biology homework dId she have?",8,random_case_flip,0.05,34,54,1.588235294117647,0.2407407407407407,0.2407407407407407,8,8.0,1.0,1.0,0.0,0,"#### 8

Pages of math homework: 11 (from problem statement)
Pages of biology homework: 3 (from problem statement)

Difference: 8","#### 8

(Answer: Rachel had 8 more pages of math homework than biology homework.)"
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","rachel HAD to complete 11 pagES of MaTh homewOrk, 2 pages of readiNg homEWOrK anD 3 more pagEs of bIology homework. How many mOre pagEs of MAth HomEwork than bIologY homework dId sHe haVe?",8,random_case_flip,0.15,34,72,2.117647058823529,0.4166666666666667,0.4861111111111111,8,5.0,1.0,0.0,1.0,1,"#### 8

Pages of math homework: 11 (from problem statement)
Pages of biology homework: 3 (from problem statement)

Difference: 8","#### 5

(Answer represents the number of additional Math pages Rachel had to complete compared to Biology pages.)"
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","racheL HAD tO COMpLete 11 PAgES of MATh homEwOrK, 2 pages OF ReaDiNg hoMEWORK anD 3 more pAgEs of bIoLoGY homework. how mAny mOre pagEs of MAth HomEwOrk thAn bIOlogY homework DId sHe hAVe?",8,random_case_flip,0.3,34,86,2.5294117647058822,0.4651162790697674,0.627906976744186,8,6.0,1.0,0.0,1.0,1,"#### 8

Pages of math homework: 11 (from problem statement)
Pages of biology homework: 3 (from problem statement)

Difference: 8","#### 6

(Answer represents the number of additional math pages Rachel had to complete compared to biology homework.)"
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jerry hqd 4 action figures oh a shrld in his riom. Later he added some morr actipn figurea to the shelf. If there are a total of 8 action fighres on his shelf now How many action fkgures did he afd to the shelf?,4,keyboard_proximity,0.05,44,62,1.4090909090909092,0.2580645161290322,0.3064516129032258,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4 + x = 8
#### x = 4
#### 4 + 4 = 8
#### [number] 4

Answer: #### 4"
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jdrry hqf 4 qction figures ob q shslt in his rkom. Lsfer he added aome mkew aftiln figurea ro the shelf. If thers are a total of 8 action fiyjres on yis shelf now How mwny action rjgurws did ue axf to yhe shepf?,4,keyboard_proximity,0.15,44,81,1.8409090909090908,0.419753086419753,0.3950617283950617,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

(Note: I assumed ""Jdrry"" added 4 new action figures to the shelf.)"
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jwrry bqx 4 wcyiln fjgures oh s zhdlt kn hiw rkon. Lsyer hr zxdrd dome mitd zdtiin figufew fo yhe suekd. If tjets ard a tktal pf 8 actipn fuvhres on bis shdlf now How mwny actkon gjgurds did gs ars ro fne shdkf?,4,keyboard_proximity,0.3,44,102,2.3181818181818183,0.4705882352941176,0.5294117647058824,4,32.0,1.0,0.0,1.0,1,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 32

(Note: I assumed that ""jwrry bqx 4 wcyiln"" is ""there are 4 figures on a side,"" ""fjgures oh s zhdlt"" is ""figures in a shield,"" ""hw rkon"" is ""how many,"" ""lyser hr"" is ""your,"" ""zxdrd dome"" is ""four zones,"" ""mitd zdtiin figufew"" is ""meet in the figure,"" and ""for yhe suekd"" is ""for the suit."") Therefore, there are 4 figures"
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jerry had 4 ac7ion figures on a sh31f in hi5 room. Later he added s0me mor3 acti0n figures to the shelf. If there are a total of 8 action figures on h1s shelf now How many action f1gures did h3 add to the she1f?,4,homoglyph,0.05,44,69,1.568181818181818,0.4057971014492754,0.1304347826086956,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

This is the number of action figures Jerry originally had on the shelf. The problem asks for the difference between the number of action figures Jerry has now and the number he had before, but it does not provide that information."
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,J3rry had 4 ac71on figures on @ sh31f in hi5 room. 1ater he @dded 50m3 mor3 acti0n figures to th3 shelf. If there are @ 7ot@l of 8 action f1gures 0n h1s 5helf now H0w many acti0n f19ure5 d1d h3 add t0 th3 5helf?,4,homoglyph,0.15,44,103,2.340909090909091,0.5825242718446602,0.2524271844660194,4,111.0,1.0,0.0,1.0,1,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 111

(Note: I assumed ""ac71on"" and ""action figures"" are the same thing, and ""0"" in ""7ot@l of 8 action f1gures"" is a typo for ""100"".)"
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,J3rry had 4 @c710n f19ure5 on @ 5h31f in h15 r0om. 1@73r h3 @dded 50m3 mor3 act10n f1gur35 7o 7h3 5he1f. If 7her3 are @ 7o7@1 of 8 acti0n f19ures 0n h1s 5h3lf now H0w many @cti0n f19ure5 d1d h3 @dd t0 th3 5h31f?,4,homoglyph,0.3,44,144,3.272727272727273,0.7430555555555556,0.2708333333333333,4,1175.0,1.0,0.0,1.0,1,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 1175

(Note: I assumed that ""Jerry had 4 action figures on a shelf in a 15 room. After he added 50 more action figures to the shelf. If there are 70 action figures on his shelf now, how many action figures did he add to the shelf?"" means Jerry had 4 action figures + 50 action figures = 54 action figures initially, and now he has 54 action figures + 70 action figures = 124 action figures. However, the problem states that Jerry had 4 action figures on a shelf"
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jerry haad 4 action figures onn a sheelff in his rooom. Later he added some moree actioon figuress to the shelf. If there are a total of 8 action figuures on his shelf now How many action fiigures did he addd to the shelf?,4,char_repetition,0.05,44,64,1.4545454545454546,0.1875,0.25,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

Note: I assumed that Jerry initially had 4 action figures on the shelf and then added an additional number of action figures to reach a total of 8 on the shelf. So the answer is the number of action figures he added, which is 4."
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jeerry haadd 4 aaction figures onn aa sheelff in his rooom. Laatter he added ssome moorree acctioon figuress tto the shelf. If theree are a total of 8 action figguures on hhis shelf now How maany action ffiigurees did hhe adddd to tthe shellf?,4,char_repetition,0.15,44,80,1.818181818181818,0.2375,0.425,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

(Answer is the number of action figures Jeerry added to the shelf.)"
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jeerry hhaadd 4 aacttioon fiigures onn aa ssheelff iin hiss rooomm. Laatter hee aadddeed ssome moorree aacctioon figurress tto tthe shhellff. If thherree aree a tootal oof 8 actioon fiigguures on hhis sheelf now How maany actiion ffiigurees did hhee adddd tto tthhe sheellf?,4,char_repetition,0.3,44,112,2.5454545454545454,0.2857142857142857,0.5446428571428571,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

(Note: I assumed that the initial number of action figures was 4 and he added 4 more, making a total of 8.)"
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jerry hd 4 action figures o a shl in his rom. Later he added some mor actin figure to the shelf. If there are a total of 8 action figres on his shelf now How many action fgures did he ad to the shelf?,4,char_deletion,0.05,44,55,1.25,0.2363636363636363,0.1818181818181818,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

Note: I assumed that Jerry initially had 4 action figures on the shelf and later added 4 more. Therefore, he added 4 action figures to the shelf."
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jrry h 4 ction figures o  shl in his rom. Ler he added ome m atin figure o the shelf. If ther are a total of 8 action fires on is shelf now How mny action gurs did e a to he shef?,4,char_deletion,0.15,43,59,1.372093023255814,0.3389830508474576,0.2542372881355932,4,12.0,1.0,0.0,1.0,1,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 12

(Note: I assumed ""action figures"" and ""gurs"" refer to the same thing, and ""ction figures"" and ""figures"" are interchangeable.)"
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jrry  4 cin fgures o  hl n hi ro. Ler h dd ome m tin figue o he se. If te ar a ttal f 8 actin fres on is shlf now How mny acton gurs did  a o e shf?,4,char_deletion,0.3,41,64,1.5609756097560976,0.453125,0.4375,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

This problem seems to be asking for the number of action figures in the shelf if there are 8 acting figures and one figure is shifted. Based on the given information, the answer is 4 action figures are on the shelf."
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jerry h ad 4 action figures on a shelf in hi s room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,4,intra_word_whitespace,0.05,46,51,1.108695652173913,0.1764705882352941,0.0196078431372549,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

Note: The problem states that Jerry had 4 action figures on the shelf to begin with, and there are now a total of 8 action figures on the shelf. Therefore, the difference between the two numbers is the number of action figures Jerry added to the shelf."
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jerry h ad 4 action figures on a shelf in h is r oom. Later he added some more a ction f igures to th e shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,4,intra_word_whitespace,0.15,50,59,1.18,0.2711864406779661,0.135593220338983,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

This is the number of action figures Jerry added to the shelf. The current number of action figures on the shelf is 8, and we know that he originally had 4, so the difference between the two numbers is the number of action figures he added."
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Je rry h ad 4 acti on figures on a shel f i n h is room . Later he added some more actio n figure s to t he shelf. If there are a total of 8 action figures on hi s shelf now How many action fig ures did he add to t he shelf?,4,intra_word_whitespace,0.3,57,65,1.1403508771929824,0.3076923076923077,0.2307692307692307,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

(Answer is the number of action figures that were added to the shelf.)"
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jerry hAd 4 action figures oN a shElF in his rOom. Later he added some morE actiOn figureS to the shelf. If there are a total of 8 action figUres on his shelf now How many action fIgures did he aDd to the shelf?,4,random_case_flip,0.05,44,66,1.5,0.3484848484848485,0.3333333333333333,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

Note: The problem states that Jerry had 4 action figures on the shelf to begin with, and there are now a total of 8 action figures on the shelf. Therefore, the difference between the two numbers is the number of action figures Jerry added to the shelf."
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,JErry hAD 4 Action figures oN A shElF in his rOom. LATer he added Some mORE aCtiOn figureS To the shelf. If therE are a total of 8 action fiGUres on His shelf now How mAny action FIgurEs did He aDD to The sheLf?,4,random_case_flip,0.15,44,75,1.7045454545454546,0.3466666666666667,0.4133333333333333,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

Note: The problem states that Jerry had 4 action figures on the shelf to begin with, and there are now a total of 8 action figures on the shelf. Therefore, Jerry added 8 - 4 = 4 action figures to the shelf."
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,JErry HAD 4 AcTiOn fIgures oN A ShElF In hiS rOoM. LATer hE ADdEd Some mORE ACtiOn figuReS To The sHeLF. If tHeRE arE a tOtal Of 8 actiOn fIGUres on His shElf now How mAny actIon FIgurEs did HE aDD To THe shELf?,4,random_case_flip,0.3,44,102,2.3181818181818183,0.4607843137254901,0.6274509803921569,4,4.0,1.0,1.0,0.0,0,"#### 4

Note: The answer is the number of action figures Jerry added, not the total number of action figures on the shelf now.","#### 4

(Answer is the number of action figures Jerry added to the shelf.)"
svamp,5,Frank was reading through his favorite book. The book had 392 pages and he read 14 pages per day. How many days did he take to finish the book?,Frabk was readinv through his favirige boik. The book had 392 pages and he read 14 pages per day. How many daus did he take to cinish the book?,28,keyboard_proximity,0.05,29,45,1.5517241379310345,0.2,0.2222222222222222,28,28.0,1.0,1.0,0.0,0,"#### 28

This means Frank took 28 days to finish the book.","#### 28

Here's the calculation: 392 pages / 14 pages per day = 28.0714 days. Since Frabk can't read a fraction of a day, we round up the number of days to the nearest whole number."
svamp,5,Frank was reading through his favorite book. The book had 392 pages and he read 14 pages per day. How many days did he take to finish the book?,Framj was reaeijt thfough his dabpeire bokk. The book had 392 pages ans he read 14 pagss per eag. How jajy dahs did ue take to vinish the book?,28,keyboard_proximity,0.15,29,57,1.9655172413793105,0.3684210526315789,0.3684210526315789,28,28.14,1.0,0.0,1.0,1,"#### 28

This means Frank took 28 days to finish the book.","#### 28.14

(Note: The given text contains typos and is difficult to read. I assumed ""Framj"" reads at a rate of 14 pages per hour, so I calculated the number of hours needed to read 392 pages.)"
svamp,5,Frank was reading through his favorite book. The book had 392 pages and he read 14 pages per day. How many days did he take to finish the book?,Craji was reaciby theoiyh his tafldire bokk. The boom had 392 pwges ajc he dead 14 pagws per xah. How jwhy datd did nr fqkw fi vknkeh yhr niok?,28,keyboard_proximity,0.3,29,63,2.1724137931034484,0.3968253968253968,0.5873015873015873,28,302.0,1.0,0.0,1.0,1,"#### 28

This means Frank took 28 days to finish the book.","#### 302

(Note: I assumed ""pages"" is the unit in question and ""per xah"" is a typo for ""per hour."")"
svamp,5,Frank was reading through his favorite book. The book had 392 pages and he read 14 pages per day. How many days did he take to finish the book?,Frank w@s reading 7hrough his favor17e 6ook. The book had 392 pages and he read 14 pages per day. H0w many days did he t@ke to finish the book?,28,homoglyph,0.05,29,51,1.7586206896551724,0.4313725490196078,0.1764705882352941,28,28.0,1.0,1.0,0.0,0,"#### 28

This means Frank took 28 days to finish the book.","#### 28

This problem can be solved by dividing the total number of pages by the number of pages read per day: 392 pages / 14 pages/day = 28.29 days, but since the question asks for the number of days, the decimal part is not needed."
