dataset,sample_id,clean_text,noisy_text,label,noise_type,severity,word_count,token_count,sigma_prime,alpha,oov_rate
svamp,0,Danny collects bottle caps. He found 63 bottle caps at the park while he threw away 51 old ones. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at first?,Dany cects bottle cap. e ud 63 bottl caps at the park whil h trw aa 51 old o. Now e as 33 botle cap i his collection. How any bottle caps did danny have a irs?,21,char_deletion,0.15,37,57,1.5405405405405406,0.43859649122807015,0.3157894736842105
svamp,0,Danny collects bottle caps. He found 63 bottle caps at the park while he threw away 51 old ones. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at first?,any e otle p. e d 63 botl caps at t ar whil  tw aa 51 old . Now e as 33 botle cap i his clecti. How n ttle cps did anny have a irs?,21,char_deletion,0.3,36,57,1.5833333333333333,0.47368421052631576,0.3684210526315789
svamp,0,Danny collects bottle caps. He found 63 bottle caps at the park while he threw away 51 old ones. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at first?,Danny co llects bottle caps. He found 63 bot tle caps at the park while he threw away 51 old ones. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at first?,21,intra_word_whitespace,0.05,39,53,1.358974358974359,0.2641509433962264,0.07547169811320754
svamp,0,Danny collects bottle caps. He found 63 bottle caps at the park while he threw away 51 old ones. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at first?,Danny collec ts bottle caps. He found 63 b ottle c aps at the park while he thre w awa y 51 o ld ones. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at first?,21,intra_word_whitespace,0.15,43,60,1.3953488372093024,0.35,0.2
svamp,0,Danny collects bottle caps. He found 63 bottle caps at the park while he threw away 51 old ones. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at first?,Danny colle cts bottle ca ps. He found 63 b ottle c aps at the park while he t hrew a way 51 ol d ones. Now he h as 33 bo ttle caps in his collection. How many bottl e caps did danny h ave at first?,21,intra_word_whitespace,0.3,48,65,1.3541666666666667,0.36923076923076925,0.2153846153846154
svamp,0,Danny collects bottle caps. He found 63 bottle caps at the park while he threw away 51 old ones. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at first?,Danny cOllects bottle capS. He fOuNd 63 bottlE caps at the park while he tHrew aWay 51 old onEs. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at firSt?,21,random_case_flip,0.05,37,64,1.7297297297297298,0.390625,0.25
svamp,0,Danny collects bottle caps. He found 63 bottle caps at the park while he threw away 51 old ones. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at first?,DanNy cOLLects bottle capS. he FOuNd 63 bottlE caps at the park whilE hE tHrEw aWaY 51 old oNES. Now He Has 33 botTle capS iN his collection. How Many bottle caps did danny have aT FirsT?,21,random_case_flip,0.15,37,78,2.108108108108108,0.5384615384615384,0.46153846153846156
svamp,0,Danny collects bottle caps. He found 63 bottle caps at the park while he threw away 51 old ones. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at first?,danNy COLLeCTS BoTtle CApS. he FOUNd 63 botTlE caps at tHE ParK whilE HE tHREw aWaY 51 old ONES. Now He Has 33 botTle capS iN his cOLlectiON. How MAnY BOttle cAps did Danny have aT FirsT?,21,random_case_flip,0.3,37,89,2.4054054054054053,0.4943820224719101,0.6179775280898876
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Rachel gad to complete 11 pagrs of kagh homewprk, 2 pages of reading homewprk ans 3 more pagws of biology homework. How many more pages of math homework than biology homework dud she have?",8,keyboard_proximity,0.05,34,54,1.588235294117647,0.25925925925925924,0.2222222222222222
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Dachel bqf to complete 11 pagwe of nayh homewprk, 2 pages of readimg homsqkrm anr 3 more pagds of buology homework. How many mpre pagss of kqth bomdwork than buologg homework djd sne hace?",8,keyboard_proximity,0.15,34,66,1.9411764705882353,0.3484848484848485,0.4090909090909091
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Tacheo nqe tk fpjpkete 11 ozgsd of kwfh homdwirm, 2 pages pr deasijg hokseitl anx 3 more psgrs of buopoyh homework. Uow mzny mpre pagrs of jqth nomswkrk thqn bkklogg homework eod sne hzfe?",8,keyboard_proximity,0.3,34,85,2.5,0.43529411764705883,0.5647058823529412
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Rachel h@d to complete 11 p@g35 of ma7h homework, 2 pages of read1ng hom3work and 3 mor3 pages of biology homework. How many more pages of math homework than bio1ogy homework did she have?",8,homoglyph,0.05,34,57,1.6764705882352942,0.3684210526315789,0.19298245614035087
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Rachel h@d 7o complete 11 p@935 of ma7h homework, 2 pages of r3@d1n9 hom3work and 3 m0r3 pa9es of 6io10gy homework. How many more p@ges of math homework 7han bi01o9y homew0rk d1d sh3 h@v3?",8,homoglyph,0.15,34,88,2.588235294117647,0.625,0.25
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","R@che1 h@d 70 c0mp1e73 11 p@935 of m@7h hom3w0rk, 2 p@9e5 of r3@d1n9 hom3w0rk @nd 3 m0r3 p@9es 0f 6i010gy h0m3work. How m@ny m0re p@ges 0f ma7h h0mework 7h@n 6i01o9y hom3w0rk d1d sh3 h@v3?",8,homoglyph,0.3,34,136,4.0,0.7941176470588235,0.3382352941176471
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Rachel hhad to complete 11 pagees of mmatth homewoork, 2 pages of reading homewoork andd 3 more pagees of biology homework. How many more pages of math homework than biology homework diid she have?",8,char_repetition,0.05,34,54,1.588235294117647,0.18518518518518517,0.18518518518518517
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","RRachel hhaadd to complete 11 pageess of mmatth homewoork, 2 pages of readinng homeewwoorkk andd 3 more pagees of biiology homework. How many moore pagees of mmaath hhomeework than biiologyy homework diid shhe havve?",8,char_repetition,0.15,34,73,2.1470588235294117,0.2465753424657534,0.3835616438356164
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","RRachell hhaadd too ccoommpllete 11 ppaageess of mmaatth homeewoorkk, 2 pages ooff rreaddinng hommeewwoorrkk andd 3 more paagees of biiolloggyy homework. HHow maany moore pagees of mmaath hhomeewoork thaan biioologyy homework ddiid shhe haavve?",8,char_repetition,0.3,34,97,2.8529411764705883,0.28865979381443296,0.5360824742268041
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Rachel ad to complete 11 pags of ah homewrk, 2 pages of reading homewrk an 3 more pags of biology homework. How many more pages of math homework than biology homework dd she have?",8,char_deletion,0.05,34,50,1.4705882352941178,0.26,0.12
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","achel  to complete 11 pag of ah homewrk, 2 pages of readig homr an 3 more pags of bology homework. How many mre pags of th omwork than bolog homework dd se hae?",8,char_deletion,0.15,33,54,1.6363636363636365,0.3333333333333333,0.3148148148148148
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","ache  t pete 11 g of h homwr, 2 pages  eaig ho an 3 more pgs of boo homework. ow mny mre pags of th omwrk thn blog homework d se he?",8,char_deletion,0.3,32,55,1.71875,0.43636363636363634,0.34545454545454546
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Rachel ha d to complete 11 pages of mat h homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?",8,intra_word_whitespace,0.05,36,45,1.25,0.2,0.044444444444444446
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","R achel had to complete 11 pages of m ath homewor k, 2 pages of reading homework and 3 more pages of biology homework. How many more pages o f math homework than b iology homework did she h ave?",8,intra_word_whitespace,0.15,40,51,1.275,0.3137254901960784,0.1568627450980392
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Rache l had to compl ete 1 1 pages of m ath h omework, 2 pages of reading homework and 3 more pages of b iology homework. How many mor e pages o f math homework than b iology homework d id she h ave?",8,intra_word_whitespace,0.3,45,58,1.288888888888889,0.3620689655172414,0.25862068965517243
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","Rachel Had to complete 11 pagEs of MaTh homewOrk, 2 pages of reading homewOrk anD 3 more pagEs of biology homework. How many more pages of math homework than biology homework dId she have?",8,random_case_flip,0.05,34,54,1.588235294117647,0.24074074074074073,0.24074074074074073
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","rachel HAD to complete 11 pagES of MaTh homewOrk, 2 pages of readiNg homEWOrK anD 3 more pagEs of bIology homework. How many mOre pagEs of MAth HomEwork than bIologY homework dId sHe haVe?",8,random_case_flip,0.15,34,72,2.1176470588235294,0.4166666666666667,0.5138888888888888
svamp,1,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?","racheL HAD tO COMpLete 11 PAgES of MATh homEwOrK, 2 pages OF ReaDiNg hoMEWORK anD 3 more pAgEs of bIoLoGY homework. how mAny mOre pagEs of MAth HomEwOrk thAn bIOlogY homework DId sHe hAVe?",8,random_case_flip,0.3,34,86,2.5294117647058822,0.46511627906976744,0.6395348837209303
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,There aee 17 different moviez and 11 cidferent vooks in the ' crazy silly scyool ' srries. If yiu read 13 of the books and watched 63 of the movies How many more movies than books are thete in the ' crazy zilly school ' sdries?,6,keyboard_proximity,0.05,46,71,1.5434782608695652,0.3380281690140845,0.2112676056338028
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,Tjere afs 17 sifferent moviex snd 11 sidferent hookw jn the ' crazy eilly xxuopl ' ssries. If yih read 13 of the books qjd watched 63 of the movies Ylw many jore movies than bioks are thefe ij yhe ' crazy ajlly wchiol ' swrues?,6,keyboard_proximity,0.15,46,85,1.8478260869565217,0.43529411764705883,0.4588235294117647
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,Tjere zdr 17 cidferemt moviez whd 11 rigcerent hopkw jn the ' cfaay zilly wdypll ' ssries. Jr ylh rdad 13 of tnd boojs zhx wsycued 63 ot fhe mobjez Giw nany node nocies tban bllks are thete ij yhe ' crazy ekklt achkll ' swtjes?,6,keyboard_proximity,0.3,46,107,2.3260869565217392,0.48598130841121495,0.5420560747663551
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,There @re 17 different movies @nd 11 d1fferen7 books in the ' crazy s1lly 5chool ' 5eries. If you read 13 of the books and watched 63 of the movies How many more movie5 than books are there 1n the ' crazy 5illy school ' 5eries?,6,homoglyph,0.05,46,77,1.673913043478261,0.37662337662337664,0.15584415584415584
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,7here @r3 17 different movi3s @nd 11 d1fferen7 bo0ks in the ' cr@zy 511ly 5chool ' 5eries. If you re@d 13 of the books and wa7ch3d 63 of th3 movies How many m0re movie5 7h@n book5 ar3 there 1n th3 ' cra2y 511ly scho0l ' 53r1es?,6,homoglyph,0.15,46,115,2.5,0.5478260869565217,0.26956521739130435
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,7her3 @r3 17 d1ff3r3nt movi35 @nd 11 d1ffer3n7 600k5 1n 7h3 ' cr@zy 511ly 5choo1 ' 53ri35. 1f you r3@d 13 0f th3 60ok5 and wa7ch3d 63 0f th3 m0v1e5 How many m0r3 mov1e5 7h@n book5 @r3 ther3 1n th3 ' cr@2y 511ly scho0l ' 53r135?,6,homoglyph,0.3,46,159,3.4565217391304346,0.7044025157232704,0.24528301886792453
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,There arre 17 different moviess and 11 ddiffferent bbooks in the ' crazy silly schhool ' seeries. If yoou read 13 of the books and watched 63 of the movies How many more movies than books are therre in the ' crazy ssilly school ' seeries?,6,char_repetition,0.05,46,72,1.565217391304348,0.2638888888888889,0.3055555555555556
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,Thhere arree 17 ddifferent moviess aand 11 ddiffferent bbookss iin the ' crazy ssilly sscchhoool ' seeries. If yoouu read 13 of the books aannd watched 63 of the movies HHoow many mmore movies than boooks are therre inn tthe ' crazy ssiilly sschoool ' seeriies?,6,char_repetition,0.15,46,94,2.0434782608695654,0.32978723404255317,0.46808510638297873
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,Thhere aarree 17 ddiffferennt moviess aannd 11 ddifffferent bboookss iin the ' crrazzy ssilly sscchhooool ' seeries. IIff yoouu reead 13 of thhee bookks aanndd waattchhed 63 off tthe movviiess HHoow mmany mmorre mmovvies thhan booooks are therre inn tthe ' crazy ssiilllyy sschooool ' seerriies?,6,char_repetition,0.3,46,126,2.739130434782609,0.30952380952380953,0.6031746031746031
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,There ae 17 different movie and 11 iferent ooks in the ' crazy silly scool ' sries. If yu read 13 of the books and watched 63 of the movies How many more movies than books are thee in the ' crazy illy school ' sries?,6,char_deletion,0.05,46,66,1.434782608695652,0.3333333333333333,0.16666666666666666
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,Tere a 17 ifferent movie nd 11 iferent ook n the ' crazy illy ol ' sries. If y read 13 of the books d watched 63 of the movies w many ore movies than boks are thee i he ' crazy lly chol ' sres?,6,char_deletion,0.15,46,68,1.4782608695652173,0.38235294117647056,0.2647058823529412
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,Tere  17 iferet movie d 11 ierent ok n the ' cay illy l ' sries.  y rad 13 of t boos  wced 63 o he moe w any oe oies tan bks are thee i he ' crazy l chl ' ses?,6,char_deletion,0.3,43,71,1.6511627906976745,0.49295774647887325,0.36619718309859156
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,There are 17 different movies and 11 diffe rent books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly s chool ' series?,6,intra_word_whitespace,0.05,48,60,1.25,0.25,0.05
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,There ar e 17 different movies and 11 di fferent bo oks in the ' crazy silly school ' s eries. I f you r ead 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly s chool ' series?,6,intra_word_whitespace,0.15,53,69,1.3018867924528301,0.3333333333333333,0.18840579710144928
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,The re a re 1 7 different movies a nd 1 1 d ifferent book s in the ' crazy silly school ' se ries. I f you rea d 13 of the books and watched 63 of the mo vies How many more mov ies than books a re there in the ' crazy silly sc hool ' series?,6,intra_word_whitespace,0.3,60,77,1.2833333333333334,0.3246753246753247,0.18181818181818182
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,There aRe 17 different movieS and 11 DiFferent Books in the ' crazy silly scHool ' sEries. If yOu read 13 of the books and watched 63 of the movies How many more movies than books are theRe in the ' crazy Silly school ' sEries?,6,random_case_flip,0.05,46,71,1.5434782608695652,0.352112676056338,0.2676056338028169
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,THere aRE 17 Different movieS And 11 DiFferent BookS In the ' crazy Silly SCHoOl ' sEries. If yOU read 13 of the books ANd watched 63 of the movies hOw many More movies than bOoks are theRe iN The ' crazy SIlly SchOol ' sErIes?,6,random_case_flip,0.15,46,86,1.8695652173913044,0.45348837209302323,0.45348837209302323
svamp,2,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series?,THere ARE 17 DiFfereNt movieS ANd 11 DiFFerent BoOkS In the ' cRaZy Silly SCHOOl ' sEries. iF yOU rEad 13 of tHE booKs AND wATcHed 63 oF The moVIeS hOw Many MoRe MoVies tHan bOOks are theRe iN The ' crazy SILlY SchOOl ' sERIes?,6,random_case_flip,0.3,46,115,2.5,0.5478260869565217,0.5652173913043478
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jerry hqd 4 action figures oh a shrld in his riom. Later he added some morr actipn figurea to the shelf. If there are a total of 8 action fighres on his shelf now How many action fkgures did he afd to the shelf?,4,keyboard_proximity,0.05,44,62,1.4090909090909092,0.25806451612903225,0.3064516129032258
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jdrry hqf 4 qction figures ob q shslt in his rkom. Lsfer he added aome mkew aftiln figurea ro the shelf. If thers are a total of 8 action fiyjres on yis shelf now How mwny action rjgurws did ue axf to yhe shepf?,4,keyboard_proximity,0.15,44,81,1.8409090909090908,0.41975308641975306,0.41975308641975306
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jwrry bqx 4 wcyiln fjgures oh s zhdlt kn hiw rkon. Lsyer hr zxdrd dome mitd zdtiin figufew fo yhe suekd. If tjets ard a tktal pf 8 actipn fuvhres on bis shdlf now How mwny actkon gjgurds did gs ars ro fne shdkf?,4,keyboard_proximity,0.3,44,102,2.3181818181818183,0.47058823529411764,0.5392156862745098
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jerry had 4 ac7ion figures on a sh31f in hi5 room. Later he added s0me mor3 acti0n figures to the shelf. If there are a total of 8 action figures on h1s shelf now How many action f1gures did h3 add to the she1f?,4,homoglyph,0.05,44,69,1.5681818181818181,0.4057971014492754,0.13043478260869565
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,J3rry had 4 ac71on figures on @ sh31f in hi5 room. 1ater he @dded 50m3 mor3 acti0n figures to th3 shelf. If there are @ 7ot@l of 8 action f1gures 0n h1s 5helf now H0w many acti0n f19ure5 d1d h3 add t0 th3 5helf?,4,homoglyph,0.15,44,103,2.340909090909091,0.5825242718446602,0.2524271844660194
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,J3rry had 4 @c710n f19ure5 on @ 5h31f in h15 r0om. 1@73r h3 @dded 50m3 mor3 act10n f1gur35 7o 7h3 5he1f. If 7her3 are @ 7o7@1 of 8 acti0n f19ures 0n h1s 5h3lf now H0w many @cti0n f19ure5 d1d h3 @dd t0 th3 5h31f?,4,homoglyph,0.3,44,144,3.272727272727273,0.7430555555555556,0.2777777777777778
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jerry haad 4 action figures onn a sheelff in his rooom. Later he added some moree actioon figuress to the shelf. If there are a total of 8 action figuures on his shelf now How many action fiigures did he addd to the shelf?,4,char_repetition,0.05,44,64,1.4545454545454546,0.1875,0.265625
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jeerry haadd 4 aaction figures onn aa sheelff in his rooom. Laatter he added ssome moorree acctioon figuress tto the shelf. If theree are a total of 8 action figguures on hhis shelf now How maany action ffiigurees did hhe adddd to tthe shellf?,4,char_repetition,0.15,44,80,1.8181818181818181,0.2375,0.4375
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jeerry hhaadd 4 aacttioon fiigures onn aa ssheelff iin hiss rooomm. Laatter hee aadddeed ssome moorree aacctioon figurress tto tthe shhellff. If thherree aree a tootal oof 8 actioon fiigguures on hhis sheelf now How maany actiion ffiigurees did hhee adddd tto tthhe sheellf?,4,char_repetition,0.3,44,112,2.5454545454545454,0.2857142857142857,0.5625
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jerry hd 4 action figures o a shl in his rom. Later he added some mor actin figure to the shelf. If there are a total of 8 action figres on his shelf now How many action fgures did he ad to the shelf?,4,char_deletion,0.05,44,55,1.25,0.23636363636363636,0.18181818181818182
svamp,3,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf?,Jrry h 4 ction figures o  shl in his rom. Ler he added ome m atin figure o the shelf. If ther are a total of 8 action fires on is shelf now How mny action gurs did e a to he shef?,4,char_deletion,0.15,43,59,1.372093023255814,0.3389830508474576,0.2542372881355932
